434.670132,37
434.7586126,-18
434.8470929,5
434.9355729,16
435.0240527,-9
435.1125321,8
435.2010113,7
435.2894902,0
435.3779688,5
435.4664471,4
435.5549251,-15
435.6434028,-8
435.7318802,13
435.8203574,5
435.9088342,-10
435.9973108,21
436.085787,14
436.174263,-9
436.2627387,21
436.3512141,-12
436.4396892,4
436.528164,20
436.6166385,-18
436.7051127,-9
436.7935866,29
436.8820603,3
436.9705336,-15
437.0590067,21
437.1474794,2
437.2359519,-15
437.324424,-9
437.4128959,12
437.5013675,-8
437.5898388,-6
437.6783098,18
437.7667805,-12
437.8552509,-10
437.943721,12
438.0321908,-4
438.1206603,-3
438.2091295,12
438.2975985,-25
438.3860671,-3
438.4745354,8
438.5630034,-20
438.6514712,-26
438.7399386,-1
438.8284058,-7
438.9168726,8
439.0053392,12
439.0938054,0
439.1822714,-11
439.270737,0
439.3592024,2
439.4476674,-6
439.5361322,7
439.6245967,9
439.7130608,-25
439.8015247,-1
439.8899882,13
439.9784515,-2
440.0669145,-15
440.1553771,25
440.2438395,-15
440.3323016,-12
440.4207633,16
440.5092248,-9
440.5976859,7
440.6861468,7
440.7746073,-4
440.8630676,-14
440.9515276,18
441.0399872,4
441.1284466,-23
441.2169056,25
441.3053643,9
441.3938228,-18
441.4822809,4
441.5707388,-2
441.6591963,-26
441.7476535,16
441.8361104,11
441.9245671,-23
442.0130234,-4
442.1014794,4
442.1899351,-21
442.2783905,-2
442.3668456,-6
442.4553004,-10
442.5437549,4
442.632209,8
442.7206629,-13
442.8091165,3
442.8975697,4
442.9860227,-6
443.0744753,-7
443.1629277,6
443.2513797,-7
443.3398314,-3
443.4282829,13
443.516734,4
443.6051848,-7
443.6936353,-2
443.7820855,8
443.8705353,-13
443.9589849,7
444.0474342,-5
444.1358831,6
444.2243318,-2
444.3127801,7
444.4012281,-6
444.4896758,9
444.5781232,21
444.6665703,-11
444.7550171,0
444.8434636,20
444.9319098,-11
445.0203556,8
445.1088011,2
445.1972464,-5
445.2856913,-12
445.3741359,9
445.4625802,-15
445.5510242,-10
445.6394678,12
445.7279112,-5
445.8163542,3
445.904797,3
445.9932394,-2
446.0816815,10
446.1701233,-26
446.2585648,23
446.3470059,-1
446.4354468,-16
446.5238873,21
446.6123275,-6
446.7007674,-9
446.789207,17
446.8776463,-25
446.9660853,0
447.0545239,14
447.1429622,0
447.2314002,-7
447.3198379,7
447.4082753,5
447.4967124,-13
447.5851491,0
447.6735856,9
447.7620217,-9
447.8504575,-2
447.938893,3
448.0273281,-9
448.115763,-19
448.2041975,-2
448.2926317,-13
448.3810656,-23
448.4694991,4
448.5579324,-14
448.6463653,-17
448.7347979,8
448.8232302,-14
448.9116622,-10
449.0000939,7
449.0885252,-6
449.1769562,-3
449.2653869,3
449.3538173,-1
449.4422473,-6
449.530677,13
449.6191065,-3
449.7075355,-7
449.7959643,13
449.8843928,9
449.9728209,-5
450.0612487,7
450.1496761,29
450.2381033,-7
450.3265301,-12
450.4149566,15
450.5033828,-15
450.5918087,-8
450.6802342,2
450.7686594,2
450.8570843,-13
450.9455089,13
451.0339331,-10
451.1223571,-2
451.2107806,10
451.2992039,-8
451.3876269,-10
451.4760495,20
451.5644718,-8
451.6528937,-13
451.7413154,1
451.8297367,12
451.9181577,-4
452.0065783,18
452.0949987,12
452.1834187,-14
452.2718383,-6
452.3602577,26
452.4486767,-21
452.5370954,-18
452.6255138,13
452.7139318,-1
452.8023495,0
452.8907669,3
452.979184,-4
453.0676007,-9
453.1560171,20
453.2444332,-25
453.3328489,-11
453.4212643,7
453.5096794,6
453.5980941,-17
453.6865086,27
453.7749226,16
453.8633364,-15
453.9517498,18
454.0401629,0
454.1285757,-22
454.2169881,15
454.3054002,2
454.393812,-9
454.4822234,8
454.5706345,18
454.6590453,-32
454.7474557,7
454.8358658,15
454.9242756,-22
455.012685,-4
455.1010941,15
455.1895029,2
455.2779114,1
455.3663195,12
455.4547272,-9
455.5431347,-11
455.6315418,17
455.7199485,-22
455.808355,-4
455.8967611,33
455.9851668,-11
456.0735722,-20
456.1619773,17
456.2503821,2
456.3387865,3
456.4271906,17
456.5155943,-2
456.6039977,-11
456.6924008,-1
456.7808035,-6
456.8692059,-14
456.957608,10
457.0460097,1
457.1344111,10
457.2228121,-1
457.3112128,11
457.3996132,-15
457.4880132,0
457.5764129,19
457.6648122,-15
457.7532112,4
457.8416099,3
457.9300082,-9
458.0184062,-1
458.1068039,-2
458.1952012,11
458.2835982,-3
458.3719948,11
458.4603911,4
458.548787,0
458.6371826,16
458.7255779,6
458.8139728,-16
458.9023674,-3
458.9907616,12
459.0791555,7
459.1675491,-12
459.2559423,12
459.3443351,-11
459.4327277,-2
459.5211198,14
459.6095117,-19
459.6979032,14
459.7862943,8
459.8746851,-5
459.9630756,10
460.0514657,4
460.1398555,-12
460.2282449,-15
460.316634,-5
460.4050227,5
460.4934111,-15
460.5817991,-8
460.6701868,28
460.7585742,-23
460.8469612,-13
460.9353478,3
461.0237342,4
461.1121201,-1
461.2005057,-2
461.288891,8
461.3772759,-6
461.4656605,42
461.5540447,-23
461.6424286,-1
461.7308121,5
461.8191953,-12
461.9075782,17
461.9959606,0
462.0843428,11
462.1727246,-12
462.261106,-3
462.3494871,16
462.4378678,-10
462.5262482,1
462.6146283,10
462.7030079,1
462.7913873,-8
462.8797663,-3
462.9681449,6
463.0565232,-3
463.1449011,1
463.2332787,2
463.3216559,2
463.4100328,10
463.4984093,-1
463.5867855,-7
463.6751613,0
463.7635368,10
463.8519119,-20
463.9402866,0
464.0286611,1
464.1170351,4
464.2054088,5
464.2937822,-6
464.3821551,-1
464.4705278,12
464.5589001,0
464.647272,0
464.7356436,24
464.8240148,2
464.9123856,-17
465.0007561,-6
465.0891263,6
465.1774961,-4
465.2658655,6
465.3542346,-2
465.4426033,9
465.5309717,-15
465.6193397,12
465.7077074,3
465.7960747,-6
465.8844416,15
465.9728082,-5
466.0611744,7
466.1495403,18
466.2379058,3
466.3262709,1
466.4146357,7
466.5030001,-10
466.5913642,-2
466.6797279,15
466.7680913,-4
466.8564543,-11
466.9448169,-23
467.0331792,-17
467.1215411,-9
467.2099026,-3
467.2982638,14
467.3866247,1
467.4749851,3
467.5633452,5
467.651705,-20
467.7400644,-9
467.8284234,24
467.9167821,-17
468.0051403,-1
468.0934983,17
468.1818559,-19
468.2702131,-8
468.3585699,9
468.4469264,-11
468.5352825,-5
468.6236383,3
468.7119937,-10
468.8003487,1
468.8887034,16
468.9770577,-2
469.0654116,-18
469.1537652,5
469.2421184,17
469.3304712,-25
469.4188237,0
469.5071758,9
469.5955275,-7
469.6838789,-13
469.7722299,17
469.8605806,0
469.9489309,3
470.0372808,14
470.1256303,-12
470.2139795,7
470.3023283,-4
470.3906767,-19
470.4790248,2
470.5673725,21
470.6557199,-2
470.7440668,-17
470.8324134,15
470.9207597,8
471.0091055,-19
471.097451,-1
471.1857961,-2
471.2741409,-8
471.3624853,3
471.4508293,8
471.5391729,-3
471.6275162,0
471.7158591,-16
471.8042016,-9
471.8925438,1
471.9808856,0
472.069227,-28
472.1575681,12
472.2459087,3
472.334249,-15
472.422589,11
472.5109285,1
472.5992677,18
472.6876065,-4
472.775945,2
472.8642831,11
472.9526207,-7
473.0409581,-7
473.129295,-5
473.2176316,4
473.3059678,7
473.3943036,10
473.4826391,-8
473.5709741,8
473.6593088,-4
473.7476432,-6
473.8359771,9
473.9243107,9
474.0126439,1
474.1009767,-20
474.1893092,-14
474.2776412,20
474.3659729,-6
474.4543043,-1
474.5426352,-13
474.6309658,3
474.7192959,6
474.8076258,0
474.8959552,-5
474.9842842,20
475.0726129,-6
475.1609412,-1
475.2492691,9
475.3375967,1
475.4259238,-6
475.5142506,-9
475.602577,1
475.6909031,-1
475.7792287,-7
475.867554,-3
475.9558788,14
476.0442033,-8
476.1325275,10
476.2208512,4
476.3091746,-8
476.3974976,12
476.4858202,-11
476.5741424,-20
476.6624642,15
476.7507857,-1
476.8391067,3
476.9274274,11
477.0157477,8
477.1040677,-16
477.1923872,13
477.2807064,-11
477.3690252,-1
477.4573435,8
477.5456616,11
477.6339792,-6
477.7222964,-12
477.8106133,11
477.8989298,-6
477.9872458,-7
478.0755616,13
478.1638769,-5
478.2521918,-18
478.3405064,16
478.4288205,1
478.5171343,0
478.6054477,14
478.6937607,-8
478.7820733,1
478.8703855,7
478.9586974,-37
479.0470089,-11
479.1353199,4
479.2236306,8
479.3119409,6
479.4002508,11
479.4885603,22
479.5768695,-11
479.6651782,4
479.7534866,9
479.8417945,-11
479.9301021,-4
480.0184093,6
480.1067161,-6
480.1950225,-21
480.2833285,25
480.3716342,-11
480.4599394,-4
480.5482443,-8
480.6365487,-14
480.7248528,5
480.8131565,2
480.9014598,-3
480.9897627,1
481.0780652,3
481.1663673,5
481.254669,-30
481.3429703,-4
481.4312713,-6
481.5195718,3
481.607872,5
481.6961717,12
481.7844711,-15
481.8727701,18
481.9610687,12
482.0493668,-21
482.1376646,-3
482.225962,18
482.314259,-16
482.4025556,8
482.4908519,12
482.5791477,-16
482.6674431,0
482.7557381,6
