0.000000000000000000e+00 7.531410433028590035e+01
2.004008016032063962e-03 7.482750366537376863e+01
4.008016032064127925e-03 7.434647030011984725e+01
6.012024048096191453e-03 7.387093188593209447e+01
8.016032064128255849e-03 7.340081716063102135e+01
1.002004008016032024e-02 7.293605593125620601e+01
1.202404809619238291e-02 7.247657905715769289e+01
1.402805611222444730e-02 7.202231843336794270e+01
1.603206412825651170e-02 7.157320697424917455e+01
1.803607214428857436e-02 7.112917859741152427e+01
2.004008016032064049e-02 7.069016820789755684e+01
2.204408817635270315e-02 7.025611168262837225e+01
2.404809619238476581e-02 6.982694585510714091e+01
2.605210420841683194e-02 6.940260850037543605e+01
2.805611222444889460e-02 6.898303832021819915e+01
3.006012024048096073e-02 6.856817492861327423e+01
3.206412825651302340e-02 6.815795883742097772e+01
3.406813627254508953e-02 6.775233144231007998e+01
3.607214428857714872e-02 6.735123500891587867e+01
3.807615230460921485e-02 6.695461265922665461e+01
4.008016032064128098e-02 6.656240835819436086e+01
4.208416833667334017e-02 6.617456690056614832e+01
4.408817635270540630e-02 6.579103389793267809e+01
4.609218436873747243e-02 6.541175576598962493e+01
4.809619238476953162e-02 6.503667971200896147e+01
5.010020040080159776e-02 6.466575372251615761e+01
5.210420841683366389e-02 6.429892655117006939e+01
5.410821643286573002e-02 6.393614770684217774e+01
5.611222444889778921e-02 6.357736744189138278e+01
5.811623246492985534e-02 6.322253674063153994e+01
6.012024048096192147e-02 6.287160730798830599e+01
6.212424849699398066e-02 6.252453155834200516e+01
6.412825651302604679e-02 6.218126260455351684e+01
6.613226452905811292e-02 6.184175424717012959e+01
6.813627254509017905e-02 6.150596096380814970e+01
7.014028056112224518e-02 6.117383789870957855e+01
7.214428857715429744e-02 6.084534085246971102e+01
7.414829659318636357e-02 6.052042627193279145e+01
7.615230460921842970e-02 6.019905124025311949e+01
7.815631262525049583e-02 5.988117346711854339e+01
8.016032064128256196e-02 5.956675127913385381e+01
8.216432865731462809e-02 5.925574361036130000e+01
8.416833667334668034e-02 5.894810999301556365e+01
8.617234468937874647e-02 5.864381054831068951e+01
8.817635270541081260e-02 5.834280597745637920e+01
9.018036072144287874e-02 5.804505755280113988e+01
9.218436873747494487e-02 5.775052710911990772e+01
9.418837675350701100e-02 5.745917703504367324e+01
9.619238476953906325e-02 5.717097026462869991e+01
9.819639278557112938e-02 5.688587026906310484e+01
1.002004008016031955e-01 5.660384104850845688e+01
1.022044088176352616e-01 5.632484712407417504e+01
1.042084168336673278e-01 5.604885352992239689e+01
1.062124248496993939e-01 5.577582580550137692e+01
1.082164328657314600e-01 5.550572998790504897e+01
1.102204408817635123e-01 5.523853260435673462e+01
1.122244488977955784e-01 5.497420066481500811e+01
1.142284569138276445e-01 5.471270165469963587e+01
1.162324649298597107e-01 5.445400352773548036e+01
1.182364729458917768e-01 5.419807469891264873e+01
1.202404809619238429e-01 5.394488403756078299e+01
1.222444889779558952e-01 5.369440086053560179e+01
1.242484969939879613e-01 5.344659492551597424e+01
1.262525050100200275e-01 5.320143642440959297e+01
1.282565130260520936e-01 5.295889597686532113e+01
1.302605210420841597e-01 5.271894462389085589e+01
1.322645290581162258e-01 5.248155382157344206e+01
1.342685370741482920e-01 5.224669543490244905e+01
1.362725450901803581e-01 5.201434173169158726e+01
1.382765531062124242e-01 5.178446537659978333e+01
1.402805611222444904e-01 5.155703942524839078e+01
1.422845691382765287e-01 5.133203731843366313e+01
1.442885771543085949e-01 5.110943287643273436e+01
1.462925851703406610e-01 5.088920029340152951e+01
1.482965931863727271e-01 5.067131413186317701e+01
1.503006012024047933e-01 5.045574931728538104e+01
1.523046092184368594e-01 5.024248113274538241e+01
1.543086172344689255e-01 5.003148521368089519e+01
1.563126252505009917e-01 4.982273754272588917e+01
1.583166332665330578e-01 4.961621444462950592e+01
1.603206412825651239e-01 4.941189258125700690e+01
1.623246492985971901e-01 4.920974894667130428e+01
1.643286573146292562e-01 4.900976086229376705e+01
1.663326653306613223e-01 4.881190597214300197e+01
1.683366733466933607e-01 4.861616223815035198e+01
1.703406813627254268e-01 4.842250793555088251e+01
1.723446893787574929e-01 4.823092164834859830e+01
1.743486973947895591e-01 4.804138226485468977e+01
1.763527054108216252e-01 4.785386897329766498e+01
1.783567134268536913e-01 4.766836125750404562e+01
1.803607214428857575e-01 4.748483889264876012e+01
1.823647294589178236e-01 4.730328194107384121e+01
1.843687374749498897e-01 4.712367074817443324e+01
1.863727454909819559e-01 4.694598593835104339e+01
1.883767535070140220e-01 4.677020841102693538e+01
1.903807615230460881e-01 4.659631933672958581e+01
1.923847695390781265e-01 4.642430015323526504e+01
1.943887775551101926e-01 4.625413256177551347e+01
1.963927855711422588e-01 4.608579852330492344e+01
1.983967935871743249e-01 4.591928025482869913e+01
2.004008016032063910e-01 4.575456022578952542e+01
2.024048096192384572e-01 4.559162115451248098e+01
2.044088176352705233e-01 4.543044600470722827e+01
2.064128256513025894e-01 4.527101798202647842e+01
2.084168336673346555e-01 4.511332053067985726e+01
2.104208416833667217e-01 4.495733733010236932e+01
2.124248496993987878e-01 4.480305229167639425e+01
2.144288577154308539e-01 4.465044955550651906e+01
2.164328657314629201e-01 4.449951348724646039e+01
2.184368737474949584e-01 4.435022867497689703e+01
2.204408817635270246e-01 4.420257992613380793e+01
2.224448897795590907e-01 4.405655226448619999e+01
2.244488977955911568e-01 4.391213092716270694e+01
2.264529058116232230e-01 4.376930136172605756e+01
2.284569138276552891e-01 4.362804922329478785e+01
2.304609218436873552e-01 4.348836037171140845e+01
2.324649298597194214e-01 4.335022086875639502e+01
2.344689378757514875e-01 4.321361697540702806e+01
2.364729458917835536e-01 4.307853514914074111e+01
2.384769539078156197e-01 4.294496204128191152e+01
2.404809619238476859e-01 4.281288449439175992e+01
2.424849699398797520e-01 4.268228953970032791e+01
2.444889779559117904e-01 4.255316439458021449e+01
2.464929859719438565e-01 4.242549646006121122e+01
2.484969939879759226e-01 4.229927331838525362e+01
2.505010020040079888e-01 4.217448273060109898e+01
2.525050100200400549e-01 4.205111263419804857e+01
2.545090180360721210e-01 4.192915114077818828e+01
2.565130260521041872e-01 4.180858653376645861e+01
2.585170340681362533e-01 4.168940726615812764e+01
2.605210420841683194e-01 4.157160195830286398e+01
2.625250501002003856e-01 4.145515939572507591e+01
2.645290581162324517e-01 4.134006852697981316e+01
2.665330661322645178e-01 4.122631846154374813e+01
2.685370741482965840e-01 4.111389846774066825e+01
2.705410821643286501e-01 4.100279797070106014e+01
2.725450901803607162e-01 4.089300655035503951e+01
2.745490981963927823e-01 4.078451393945842085e+01
2.765531062124248485e-01 4.067731002165118781e+01
2.785571142284569146e-01 4.057138482954790959e+01
2.805611222444889807e-01 4.046672854285983334e+01
2.825651302605209914e-01 4.036333148654787806e+01
2.845691382765530575e-01 4.026118412900625287e+01
2.865731462925851236e-01 4.016027708027619525e+01
2.885771543086171897e-01 4.006060109028943117e+01
2.905811623246492559e-01 3.996214704714079602e+01
2.925851703406813220e-01 3.986490597538967506e+01
2.945891783567133881e-01 3.976886903438989407e+01
2.965931863727454543e-01 3.967402751664744187e+01
2.985971943887775204e-01 3.958037284620588281e+01
3.006012024048095865e-01 3.948789657705880529e+01
3.026052104208416527e-01 3.939659039158906495e+01
3.046092184368737188e-01 3.930644609903443865e+01
3.066132264529057849e-01 3.921745563397917778e+01
3.086172344689378511e-01 3.912961105487119085e+01
3.106212424849699172e-01 3.904290454256455689e+01
3.126252505010019833e-01 3.895732839888674448e+01
3.146292585170340494e-01 3.887287504523054338e+01
3.166332665330661156e-01 3.878953702117001967e+01
3.186372745490981817e-01 3.870730698310039486e+01
3.206412825651302478e-01 3.862617770290140129e+01
3.226452905811623140e-01 3.854614206662377995e+01
3.246492985971943801e-01 3.846719307319863645e+01
3.266533066132264462e-01 3.838932383316936381e+01
3.286573146292585124e-01 3.831252756744568444e+01
3.306613226452905785e-01 3.823679760607973321e+01
3.326653306613226446e-01 3.816212738706359175e+01
3.346693386773546552e-01 3.808851045514830957e+01
3.366733466933867214e-01 3.801594046068375121e+01
3.386773547094187875e-01 3.794441115847939727e+01
3.406813627254508536e-01 3.787391640668541726e+01
3.426853707414829198e-01 3.780445016569403549e+01
3.446893787575149859e-01 3.773600649706078514e+01
3.466933867735470520e-01 3.766857956244545136e+01
3.486973947895791182e-01 3.760216362257231992e+01
3.507014028056111843e-01 3.753675303620969572e+01
3.527054108216432504e-01 3.747234225916820805e+01
3.547094188376753165e-01 3.740892584331781734e+01
3.567134268537073827e-01 3.734649843562328186e+01
