6.270862756393175141e-02,6.170574897334892006e-02,5.976759764191064139e-02,5.689623918396088942e-02,5.315986909802450366e-02,4.867251755868989838e-02,4.356580882963512202e-02,3.796635158310851521e-02,3.198377517251160818e-02,2.570740900036455612e-02,1.920769327501137269e-02,1.253935194563743361e-02,5.744749152390926650e-03,-1.143200924283716002e-03,-8.098719506741680618e-03,-1.510139710897573373e-02,-2.213487213784604002e-02,-2.918584970224186170e-02,-3.624337334778987563e-02,-4.329828287458908909e-02,-5.034280810556573948e-02,-5.737026241296755424e-02,-6.437480958915731133e-02,-7.135128511541344309e-02,-7.829505783787188422e-02,-8.520192210650795461e-02,-9.206801305671413749e-02,-9.888973938618139670e-02,-1.056637296613370247e-01,-1.123867892219976294e-01,-1.190558651800535106e-01,-1.256680178761026001e-01,-1.322203975752026528e-01,-1.387102251457468238e-01,-1.451347759885255329e-01,-1.514913667094834882e-01,-1.577773439553843415e-01,-1.639900749684100045e-01,-1.701269395823628017e-01,-1.761853236065442641e-01,-1.821626131208844424e-01,-1.880561895674885964e-01,-1.938634257255547055e-01,-1.995816822955475134e-01,-2.052083049897858169e-01,-2.107406220750940307e-01,-2.161759425410767488e-01,-2.215115545566794797e-01,-2.267447241744172670e-01,-2.318726945728877276e-01
5.549288556494386127e-02,5.719929295651468570e-02,5.830701297123890015e-02,5.866208896100807979e-02,5.811131889552123564e-02,5.654186481001607922e-02,5.392292641442714141e-02,5.032057080496341039e-02,4.587304293029287328e-02,4.074632784779919081e-02,3.509791033355796896e-02,2.905942255227134119e-02,2.273366853047492642e-02,1.619836773446481359e-02,9.511619899658541044e-03,2.716919682589302720e-03,-4.152883969027965083e-03,-1.107265635729032249e-02,-1.802286601866126547e-02,-2.498807904439731553e-02,-3.195588502929469499e-02,-3.891612657419746268e-02,-4.586034192216459360e-02,-5.278135783434356743e-02,-5.967298891885919332e-02,-6.652981319035305985e-02,-7.334700285158013422e-02,-8.012019524123170644e-02,-8.684539345612529715e-02,-9.351888922472184618e-02,-1.001372023479766282e-01,-1.066970327219776138e-01,-1.131952221970085048e-01,-1.196287238608193526e-01,-1.259945771207453546e-01,-1.322898875381425254e-01,-1.385118102448429367e-01,-1.446575361702943097e-01,-1.507242807928219630e-01,-1.567092747426047650e-01,-1.626097558921894004e-01,-1.684229629019584618e-01,-1.741461298067570329e-01,-1.797764813661067995e-01,-1.853112294123894221e-01,-1.907475697592687647e-01,-1.960826797736719973e-01,-2.013137163545876129e-01,-2.064378145641394546e-01,nan
4.086577676758619548e-02,4.392044165803357658e-02,4.675194672711752153e-02,4.929167510070564528e-02,5.144371986409973507e-02,5.307630100535093431e-02,5.401737310385287816e-02,5.406625544704299346e-02,5.303675212915393011e-02,5.082843361696504081e-02,4.747961556397811700e-02,4.315081154988764656e-02,3.805494196917991179e-02,3.239393737902696024e-02,2.633030081065423911e-02,1.998473820857116223e-02,1.344401365732289522e-02,6.770095640220130662e-03,7.596601355630561159e-06,-6.810863282650403416e-03,-1.366096527013938022e-02,-2.052418965873531453e-02,-2.738611823333025885e-02,-3.423527331651221584e-02,-4.106231404990223766e-02,-4.785947254117983718e-02,-5.462015250400720223e-02,-6.133863947098694425e-02,-6.800988881651504059e-02,-7.462936856892532500e-02,-8.119294134945220787e-02,-8.769677480590909457e-02,-9.413727282146766573e-02,-1.005110220389285880e-01,-1.068147500914462533e-01,-1.130452925968142841e-01,-1.191995667689288441e-01,-1.252745503553349682e-01,-1.312672646382554431e-01,-1.371747604809918641e-01,-1.429941070866441732e-01,-1.487223828276783566e-01,-1.543566676170013974e-01,-1.598940367794173811e-01,-1.653315561143692269e-01,-1.706662777075732551e-01,-1.758952368460576787e-01,-1.810154494672828740e-01,nan,nan
2.258561567843762885e-02,2.614941157068070843e-02,2.962614479355799024e-02,3.299741505683709275e-02,3.623797359479860591e-02,3.931230638053428983e-02,4.216926099182996546e-02,4.473368955844875261e-02,4.689411807464910487e-02,4.848727811618913641e-02,4.928778083760432249e-02,4.902815647756797457e-02,4.748359935951451671e-02,4.459779845412503718e-02,4.052713626780490852e-02,3.554643246930938583e-02,2.992690698785271941e-02,2.387915777442101151e-02,1.755043070493850221e-02,1.104010426853435645e-02,4.415244138092300208e-03,-2.278120336158706571e-03,-9.007611284918781713e-03,-1.574981134609954037e-02,-2.248728756615436808e-02,-2.920668127098702271e-02,-3.589746079952826907e-02,-4.255109120503353104e-02,-4.916047077454854808e-02,-5.571954126295985965e-02,-6.222301327602641763e-02,-6.866616967709104902e-02,-7.504472253080141098e-02,-8.135470746703865608e-02,-8.759240471659934801e-02,-9.375427914998857304e-02,-9.983693442216412528e-02,-1.058370775395223173e-01,-1.117514910572094955e-01,-1.175770112515004406e-01,-1.233105109015446565e-01,-1.289488853955073067e-01,-1.344890417305555363e-01,-1.399278898187444886e-01,-1.452623354161006741e-01,-1.504892745743454663e-01,-1.556055894666458217e-01,nan,nan,nan
2.598089206984899313e-03,6.353927489304272980e-03,1.006285379205232311e-02,1.371940339790989061e-02,1.731673266495020735e-02,2.084605029622482730e-02,2.429574581600385530e-02,2.765001851373743991e-02,3.088666013215102257e-02,3.397336879785994856e-02,3.686147335774325740e-02,3.947511990842056395e-02,4.169301311732431792e-02,4.332079576401609566e-02,4.406421880285388282e-02,4.355474673288012299e-02,4.151369880259259126e-02,3.797523812892589223e-02,3.326746658355383968e-02,2.777776430860579016e-02,2.180335902460106556e-02,1.553743144054731129e-02,9.099908906332720981e-03,2.565833711301812592e-03,-4.016418001500765556e-03,-1.061446466469695427e-02,-1.720575363166843008e-02,-2.377394592300674514e-02,-3.030674234604369133e-02,-3.679453890218853385e-02,-4.322957163637697331e-02,-4.960535820764022663e-02,-5.591632389003164949e-02,-6.215754580951626806e-02,-6.832457405070624379e-02,-7.441330432788628713e-02,-8.041988588465209808e-02,-8.634065364151877198e-02,-9.217207766775603606e-02,-9.791072519737809010e-02,-1.035532315402025727e-01,-1.090962778248145693e-01,-1.145365737356855984e-01,-1.198708441120736046e-01,-1.250958187208026651e-01,-1.302082242760583819e-01,nan,nan,nan,nan
-1.825897629165859626e-02,-1.442834788408217661e-02,-1.063293172286519650e-02,-6.875060407909361349e-03,-3.157366194708743912e-03,5.171284655620944637e-04,4.144882017563189525e-03,7.721646379754698586e-03,1.124218791482295421e-02,1.469986068356121667e-02,1.808593406773323364e-02,2.138849714862767204e-02,2.459060560206699497e-02,2.766701580144187433e-02,3.057817288073816364e-02,3.325867507204216533e-02,3.559455815477630125e-02,3.737992583314964090e-02,3.825166414408759374e-02,3.768346471159056410e-02,3.527843120093232532e-02,3.120574930549313564e-02,2.602242494428153030e-02,2.021331942896043010e-02,1.407121554858958845e-02,7.757421914710738164e-03,1.362203497005332054e-03,-5.061322875253848608e-03,-1.148001744938376145e-02,-1.787196585250994119e-02,-2.422185032511281477e-02,-3.051839097531472422e-02,-3.675286895955720556e-02,-4.291823943783290574e-02,-4.900857938383629264e-02,-5.501873294540959858e-02,-6.094407678541768902e-02,-6.678036124654773698e-02,-7.252360019706494132e-02,-7.816999316490613747e-02,-8.371586965781141476e-02,-8.915764826839966961e-02,-9.449180680100977003e-02,-9.971486000298901420e-02,-1.048233429036313780e-01,nan,nan,nan,nan,nan
-3.960445474605468752e-02,-3.574595897722887550e-02,-3.191973264902892016e-02,-2.812734673180916634e-02,-2.437045662333542362e-02,-2.065081672402996338e-02,-1.697029988100129394e-02,-1.333092355527232264e-02,-9.734885658648051443e-03,-6.184614688070078081e-03,-2.682841327703022749e-03,7.672968001327662435e-04,4.162097791557906046e-03,7.497051886162675594e-03,1.076645148596538926e-02,1.396274199136426919e-02,1.707539134015600979e-02,2.008881535985640454e-02,2.297832969294211214e-02,2.570167301936343573e-02,2.817983466416706939e-02,3.025071868466266967e-02,3.155936092924738201e-02,3.139817720736148843e-02,2.901457705667787046e-02,2.465587824292159169e-02,1.921669845957674205e-02,1.329542222184421085e-02,7.170457926954254546e-03,9.703150369166912981e-04,-5.240318171748192810e-03,-1.142551593071972071e-02,-1.756340469794814840e-02,-2.363950746544429826e-02,-2.964349291919798901e-02,-3.556747575655849758e-02,-4.140507490980904759e-02,-4.715086469545093362e-02,-5.280004144381134079e-02,-5.834821339357743053e-02,-6.379126402282597752e-02,-6.912526117155493033e-02,-7.434639476827564764e-02,-7.945093392834867707e-02,nan,nan,nan,nan,nan,nan
-6.124759984694783110e-02,-5.738145831603908009e-02,-5.354756114462283501e-02,-4.974732611931628745e-02,-4.598221380738848341e-02,-4.225373012715633037e-02,-3.856342953077612767e-02,-3.491291886220126983e-02,-3.130386218153369260e-02,-2.773798683408462695e-02,-2.421709126440541038e-02,-2.074305534847176169e-02,-1.731785422876008784e-02,-1.394357740099527732e-02,-1.062245558623625685e-02,-7.356899673441774645e-03,-4.149558640131778553e-03,-1.003408632300750725e-03,2.078105128138107993e-03,5.090832836480707613e-03,8.029509964023406887e-03,1.088700126059582995e-02,1.365280700751392295e-02,1.630984790377509874e-02,1.882675359560193051e-02,2.113663654679420745e-02,2.306810916531276678e-02,2.409464844835917940e-02,2.285641653749159730e-02,1.877308645801556430e-02,1.334970720455819215e-02,7.521192429033707327e-03,1.586534271818762498e-03,-4.348714924800711756e-03,-1.023892705857731844e-02,-1.606059828379613474e-02,-2.179971292276028372e-02,-2.744681325921427550e-02,-3.299482512474738449e-02,-3.843800261576413302e-02,-4.377137539746800421e-02,-4.899044109418737580e-02,-5.409098527407607548e-02,nan,nan,nan,nan,nan,nan,nan
-8.308424114205084643e-02,-7.921958453886024376e-02,-7.538818396854116144e-02,-7.159146740917479712e-02,-6.783090010698067385e-02,-6.410798548984170120e-02,-6.042426623500363192e-02,-5.678132542474007005e-02,-5.318078774596168845e-02,-4.962432080885698094e-02,-4.611363653064637358e-02,-4.265049268318127362e-02,-3.923669458471162885e-02,-3.587409705658389791e-02,-3.256460661956772640e-02,-2.931018416262104465e-02,-2.611284815490844124e-02,-2.297467871879188550e-02,-1.989782286252472776e-02,-1.688450160867149830e-02,-1.393701990977813665e-02,-1.105778105902344155e-02,-8.249308483025519223e-03,-5.514280251846082059e-03,-2.855586308118995831e-03,-2.764287073073745660e-04,2.219490996719253317e-03,4.627593136886987146e-03,6.941575251831033633e-03,9.151263602633963323e-03,1.123604193436855692e-02,1.313825166804394318e-02,1.459181895299732634e-02,1.369558343596899430e-02,8.963857071195846515e-03,3.439450333192595188e-03,-2.142466102475926171e-03,-7.667287626045071747e-03,-1.310172668495057646e-02,-1.843119109806956590e-02,-2.364714972959403028e-02,-2.874348439931806443e-02,nan,nan,nan,nan,nan,nan,nan,nan
-1.050532372184811714e-01,-1.011942318611427083e-01,-9.736988157575574010e-02,-9.358166806325513010e-02,-8.983111186190079200e-02,-8.611977316917623915e-02,-8.244925285318338570e-02,-7.882119346038901631e-02,-7.523728027974191379e-02,-7.169924238633462732e-02,-6.820885372444485117e-02,-6.476793422610760409e-02,-6.137835089573306924e-02,-5.804201896233263103e-02,-5.476090302336794613e-02,-5.153701819115585891e-02,-4.837243124863999100e-02,-4.526926184965374134e-02,-4.222968367273605139e-02,-3.925592558557644551e-02,-3.635027282899283563e-02,-3.351506818902993956e-02,-3.075271310876892539e-02,-2.806566882984062872e-02,-2.545645748615443793e-02,-2.292766319977679323e-02,-2.048193304978063178e-02,-1.812197811781757206e-02,-1.585057441464698957e-02,-1.367056387441156762e-02,-1.158485526459585024e-02,-9.596425425532073561e-03,-7.708320859981743212e-03,-5.923660576730771510e-03,-4.245642133595906031e-03,-2.677557285791443142e-03,-1.222840760948029626e-03,1.147225707610610712e-04,1.329376804890425312e-03,1.641268757600400363e-03,-3.408418269284507751e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan
