0	0.4728
0.05	0.451994
0.1	0.433755
0.15	0.416812
0.2	0.401032
0.25	0.386305
0.3	0.372537
0.35	0.359648
0.4	0.347564
0.45	0.336224
0.5	0.325569
0.55	0.315549
0.6	0.306117
0.65	0.297231
0.7	0.288853
0.75	0.280948
0.8	0.273483
0.85	0.266429
0.9	0.259759
0.95	0.253448
1	0.247473
1.05	0.241813
1.1	0.236449
1.15	0.231361
1.2	0.226533
1.25	0.22195
1.3	0.217597
1.35	0.213461
1.4	0.209528
1.45	0.205787
1.5	0.202228
1.55	0.198839
1.6	0.195612
1.65	0.192538
1.7	0.189607
1.75	0.186813
1.8	0.184149
1.85	0.181606
1.9	0.179179
1.95	0.176863
2	0.17465
2.05	0.172536
2.1	0.170516
2.15	0.168586
2.2	0.16674
2.25	0.164975
2.3	0.163287
2.35	0.161672
2.4	0.160126
2.45	0.158647
2.5	0.157231
2.55	0.155876
2.6	0.154579
2.65	0.153336
2.7	0.152147
2.75	0.151007
2.8	0.149916
2.85	0.148871
2.9	0.147871
2.95	0.146913
3	0.145995
3.05	0.145117
3.1	0.144276
3.15	0.143471
3.2	0.142701
3.25	0.141964
3.3	0.14126
3.35	0.140586
3.4	0.139942
3.45	0.139328
3.5	0.138741
3.55	0.138181
3.6	0.137647
3.65	0.137138
3.7	0.136654
3.75	0.136193
3.8	0.135756
3.85	0.13534
3.9	0.134947
3.95	0.134575
4	0.134223
4.05	0.133892
4.1	0.13358
4.15	0.133288
4.2	0.133014
4.25	0.132759
4.3	0.132521
4.35	0.132302
4.4	0.1321
4.45	0.131915
4.5	0.131747
4.55	0.131596
4.6	0.131461
4.65	0.131342
4.7	0.13124
4.75	0.131153
4.8	0.131083
4.85	0.131028
4.9	0.130989
4.95	0.130965
5	0.130958
5.05	0.130965
5.1	0.130989
5.15	0.131028
5.2	0.131083
5.25	0.131153
5.3	0.13124
5.35	0.131342
5.4	0.131461
5.45	0.131596
5.5	0.131747
5.55	0.131915
5.6	0.1321
5.65	0.132302
5.7	0.132521
5.75	0.132759
5.8	0.133014
5.85	0.133288
5.9	0.13358
5.95	0.133892
6	0.134223
6.05	0.134575
6.1	0.134947
6.15	0.13534
6.2	0.135756
6.25	0.136193
6.3	0.136654
6.35	0.137138
6.4	0.137647
6.45	0.138181
6.5	0.138741
6.55	0.139328
6.6	0.139942
6.65	0.140586
6.7	0.14126
6.75	0.141964
6.8	0.142701
6.85	0.143471
6.9	0.144276
6.95	0.145117
7	0.145995
7.05	0.146913
7.1	0.147871
7.15	0.148871
7.2	0.149916
7.25	0.151007
7.3	0.152147
7.35	0.153336
7.4	0.154579
7.45	0.155876
7.5	0.157231
7.55	0.158647
7.6	0.160126
7.65	0.161672
7.7	0.163287
7.75	0.164975
7.8	0.16674
7.85	0.168586
7.9	0.170516
7.95	0.172536
8	0.17465
8.05	0.176863
8.1	0.179179
8.15	0.181606
8.2	0.184149
8.25	0.186813
8.3	0.189607
8.35	0.192538
8.4	0.195612
8.45	0.198839
8.5	0.202228
8.55	0.205787
8.6	0.209528
8.65	0.213461
8.7	0.217597
8.75	0.22195
8.8	0.226533
8.85	0.231361
8.9	0.236449
8.95	0.241813
9	0.247473
9.05	0.253448
9.1	0.259759
9.15	0.266429
9.2	0.273483
9.25	0.280948
9.3	0.288853
9.35	0.297231
9.4	0.306117
9.45	0.315549
9.5	0.325569
9.55	0.336224
9.6	0.347564
9.65	0.359648
9.7	0.372537
9.75	0.386305
9.8	0.401032
9.85	0.416812
9.9	0.433755
9.95	0.451994
10	0.4728
