-0.14625010034495156	-0.13083246874811194	-0.13083246874811194	-0.13083246874811194	-0.13083246874811194	-0.13083246874811194	-0.13083246874811194	-0.13083246874811194	-0.13083246874811194
-0.11158125821888436	-0.13387730449149454	-0.13387730449149454	-0.13387730449149454	-0.13387730449149454	-0.13387730449149454	-0.13387730449149454	-0.13387730449149454	-0.13387730449149454
-0.08950425259038791	-0.1396170245220396	-0.1396170245220396	-0.1396170245220396	-0.1396170245220396	-0.1396170245220396	-0.1396170245220396	-0.1396170245220396	-0.1396170245220396
-0.07233204402484485	-0.14733324218084695	-0.14733324218084695	-0.14733324218084695	-0.14733324218084695	-0.14733324218084695	-0.14733324218084695	-0.14733324218084695	-0.14733324218084695
-0.034821349713837324	-0.15580239177604704	-0.15580239177604704	-0.15580239177604704	-0.15580239177604704	-0.15580239177604704	-0.15580239177604704	-0.15580239177604704	-0.15580239177604704
-0.003203331343000669	-0.1634172754287547	-0.1634172754287547	-0.1634172754287547	-0.1634172754287547	-0.1634172754287547	-0.1634172754287547	-0.1634172754287547	-0.1634172754287547
-0.017234996812243088	-0.16844022119969437	-0.16844022119969437	-0.16844022119969437	-0.16844022119969437	-0.16844022119969437	-0.16844022119969437	-0.16844022119969437	-0.16844022119969437
0.04208277731820147	-0.1693548398485866	-0.1693548398485866	-0.1693548398485866	-0.1693548398485866	-0.1693548398485866	-0.1693548398485866	-0.1693548398485866	-0.1693548398485866
-0.01413862572729167	-0.16521605465470646	-0.16521605465470646	-0.16521605465470646	-0.16521605465470646	-0.16521605465470646	-0.16521605465470646	-0.16521605465470646	-0.16521605465470646
-0.05081183364989758	-0.15587608033939063	-0.15587608033939063	-0.15587608033939063	-0.15587608033939063	-0.15587608033939063	-0.15587608033939063	-0.15587608033939063	-0.15587608033939063
23925.148463076188	-0.14200528069937346	-0.14200528069937346	-0.14200528069937346	-0.14200528069937346	-0.14200528069937346	-0.14200528069937346	-0.14200528069937346	-0.14200528069937346
