0	0.656518
0.00501253	0.65402
0.0100251	0.651538
0.0150376	0.649073
0.0200501	0.646624
0.0250627	0.644191
0.0300752	0.641775
0.0350877	0.639374
0.0401003	0.63699
0.0451128	0.634622
0.0501253	0.632269
0.0551378	0.629933
0.0601504	0.627612
0.0651629	0.625307
0.0701754	0.623018
0.075188	0.620745
0.0802005	0.618487
0.085213	0.616245
0.0902256	0.614018
0.0952381	0.611806
0.100251	0.60961
0.105263	0.607429
0.110276	0.605264
0.115288	0.603114
0.120301	0.600978
0.125313	0.598858
0.130326	0.596753
0.135338	0.594663
0.140351	0.592588
0.145363	0.590528
0.150376	0.588483
0.155388	0.586452
0.160401	0.584437
0.165414	0.582435
0.170426	0.580449
0.175439	0.578477
0.180451	0.57652
0.185464	0.574577
0.190476	0.572648
0.195489	0.570734
0.200501	0.568834
0.205514	0.566949
0.210526	0.565078
0.215539	0.563221
0.220551	0.561378
0.225564	0.559549
0.230576	0.557735
0.235589	0.555934
0.240602	0.554147
0.245614	0.552375
0.250627	0.550616
0.255639	0.548871
0.260652	0.547139
0.265664	0.545422
0.270677	0.543718
0.275689	0.542028
0.280702	0.540351
0.285714	0.538688
0.290727	0.537039
0.295739	0.535403
0.300752	0.533781
0.305764	0.532171
0.310777	0.530576
0.315789	0.528993
0.320802	0.527424
0.325815	0.525869
0.330827	0.524326
0.33584	0.522796
0.340852	0.52128
0.345865	0.519777
0.350877	0.518287
0.35589	0.51681
0.360902	0.515346
0.365915	0.513894
0.370927	0.512456
0.37594	0.511031
0.380952	0.509618
0.385965	0.508218
0.390977	0.506831
0.39599	0.505457
0.401003	0.504096
0.406015	0.502747
0.411028	0.50141
0.41604	0.500087
0.421053	0.498776
0.426065	0.497477
0.431078	0.496191
0.43609	0.494918
0.441103	0.493656
0.446115	0.492408
0.451128	0.491171
0.45614	0.489947
0.461153	0.488735
0.466165	0.487536
0.471178	0.486349
0.47619	0.485174
0.481203	0.484011
0.486216	0.48286
0.491228	0.481722
0.496241	0.480596
0.501253	0.479481
0.506266	0.478379
0.511278	0.477289
0.516291	0.47621
0.521303	0.475144
0.526316	0.47409
0.531328	0.473047
0.536341	0.472017
0.541353	0.470998
0.546366	0.469991
0.551378	0.468996
0.556391	0.468013
0.561404	0.467041
0.566416	0.466082
0.571429	0.465134
0.576441	0.464197
0.581454	0.463272
0.586466	0.462359
0.591479	0.461458
0.596491	0.460568
0.601504	0.45969
0.606516	0.458823
0.611529	0.457968
0.616541	0.457124
0.621554	0.456292
0.626566	0.455471
0.631579	0.454662
0.636591	0.453864
0.641604	0.453077
0.646617	0.452302
0.651629	0.451539
0.656642	0.450786
0.661654	0.450045
0.666667	0.449315
0.671679	0.448597
0.676692	0.44789
0.681704	0.447194
0.686717	0.446509
0.691729	0.445836
0.696742	0.445173
